Internship_ID,Company_Name,,Sector,Area_Field,Internship_Title,Internship_State,Internship_District,Benefits,,Mode,Duration_Months,Stipend_Amount,Required_Skills,Application_Deadline,Company_Description,,,Stipend_Type,Requirement_Contact,Eligibility_Education,Eligibility_Experience,Eligibility_Description,Hiring_Workflow
PMIS-2025-00412,InfoTech Solutions Pvt Ltd,,IT & Software Development,Maintenance,Finance Intern,Maharashtra,Mumbai,Stipend,,On-site,6,8000,Excel; Communication,01-11-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9987578513,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00413,RetailMart Ltd,,Retail & Consumer Durables,Cyber Security,Marketing Intern,Maharashtra,Nagpur,"Stipend, Meals",,On-site,3,8000,Python; Writing; Chemistry; Sales Skills,06-10-2025,Retail and consumer durables with nationwide presence.,,,Paid,-9919077337,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00414,TravelEase Pvt Ltd,,Travel & Hospitality,Maintenance,Field Intern,Karnataka,Mysuru,Transport Allowance,,Remote,3,8000,Writing; Chemistry,14-11-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9656045761,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00415,PharmaLife Pvt Ltd,,Pharmaceutical,Marketing,Research Intern,Karnataka,Mysuru,Stipend,,Remote,6,10000,Writing; Data Analysis,11-10-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9205860853,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00416,PharmaLife Pvt Ltd,,Pharmaceutical,Content Creation,Data Analyst Intern,Karnataka,Bengaluru,"Transport Allowance, Subsidized Meals",,Hybrid,3,5000,Data Analysis; Agriculture Basics,13-10-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9046994269,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00417,Green Energy Corp,,"Oil, Gas & Energy",Agriculture,Lab Assistant Intern,Karnataka,Mysuru,"Stipend, Meals",,Remote,12,8000,Sales Skills; Communication; Chemistry,06-11-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9013863256,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00418,ChemEx Pvt Ltd,,Chemical,Marketing,Finance Intern,Gujarat,Bharuch,Remote Work,,On-site,6,8000,Sales Skills; Electrical Maintenance,24-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9816804452,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00419,AgroAllied Co,,Agriculture & Allied,Data Science,Lab Assistant Intern,Chandigarh,Chandigarh,Transport Allowance,,Hybrid,6,3000,Chemistry; Python; Excel,01-10-2025,Agro company promoting sustainable farming and crop science.,,,Paid,-9505599161,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00420,InfoTech Solutions Pvt Ltd,,IT & Software Development,Pharma Research,Maintenance Electrical Intern,Karnataka,Mysuru,"Transport Allowance, Subsidized Meals",,Hybrid,12,10000,Communication; Writing,17-10-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9468331411,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00421,Green Energy Corp,,"Oil, Gas & Energy",Consulting,Maintenance Electrical Intern,Delhi,New Delhi,Transport Allowance,,Hybrid,6,0,Chemistry; Networking; Data Analysis,14-10-2025,Innovative company in renewable and sustainable energy.,,,Unpaid,-9390149805,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00422,TravelEase Pvt Ltd,,Travel & Hospitality,Maintenance,Field Intern,Rajasthan,Jaipur,Subsidized Meals,,Remote,6,10000,Research Skills; Writing,04-11-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9155186079,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00423,ConsultPro India,,Consulting Services,Information Technology,Content Intern,Karnataka,Mysuru,Remote Work,,Remote,3,3000,Writing; Research Skills,24-10-2025,Consulting firm offering business and strategy services.,,,Paid,-9794106901,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00424,EduMedia Creatives,,"Media, Entertainment & Education",Marketing,Lab Assistant Intern,Karnataka,Mysuru,Subsidized Meals,,Remote,3,5000,Editing; Writing,24-10-2025,Content and media company focusing on education and entertainment.,,,Paid,-9528928466,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00425,HealthCare First,,Healthcare,Data Science,IT Security Intern,Maharashtra,Mumbai,Subsidized Meals,,Hybrid,12,0,Research Skills; Communication,23-10-2025,Healthcare services provider focused on innovation and care.,,,Unpaid,-9337127589,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00426,AutoMotion Ltd,,Automotive,Renewable Energy R&D,Research Intern,Delhi,New Delhi,Subsidized Meals,,Hybrid,3,10000,Writing; Networking; Agriculture Basics,07-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9305253743,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00427,MetalMines Ltd,,Metals & Mining,Data Science,Marketing Intern,Delhi,New Delhi,Transport Allowance,,On-site,6,3000,Excel; Chemistry; Communication,01-10-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9497532202,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00428,ChemEx Pvt Ltd,,Chemical,Cyber Security,Marketing Intern,Punjab,Ludhiana,Transport Allowance,,On-site,6,8000,Excel; Writing,22-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9009502970,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00429,MetalMines Ltd,,Metals & Mining,Cyber Security,Finance Intern,Delhi,New Delhi,"Transport Allowance, Subsidized Meals",,Hybrid,6,8000,Python; Sales Skills,07-10-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9969824270,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00430,BankTrust Financial Services,,Banking & Financial Services,Consulting,IT Security Intern,Gujarat,Ahmedabad,Subsidized Meals,,Hybrid,3,8000,Agriculture Basics; Python; Electrical Maintenance; Communication,27-10-2025,Trusted name in banking and financial consulting.,,,Paid,-9695448464,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00431,TravelEase Pvt Ltd,,Travel & Hospitality,Finance & Accounting,Marketing Intern,Karnataka,Bengaluru,Transport Allowance,,On-site,6,8000,Sales Skills; Python,01-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9532159738,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00432,RetailMart Ltd,,Retail & Consumer Durables,Maintenance,IT Security Intern,Karnataka,Mysuru,Transport Allowance,,On-site,12,0,Editing; Excel; Sales Skills; Chemistry,20-10-2025,Retail and consumer durables with nationwide presence.,,,Unpaid,-9030669904,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00433,EduMedia Creatives,,"Media, Entertainment & Education",Marketing,Consulting Intern,Chandigarh,Chandigarh,"Transport Allowance, Subsidized Meals",,Hybrid,3,8000,Agriculture Basics; Excel; Research Skills,14-11-2025,Content and media company focusing on education and entertainment.,,,Paid,-9199669756,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00434,AeroDefence Systems,,Aviation & Defence,Content Creation,Maintenance Electrical Intern,Gujarat,Surat,"Transport Allowance, Subsidized Meals",,Hybrid,12,0,Sales Skills; Communication; Editing,16-10-2025,Defence and aviation systems with cutting-edge technology.,,,Unpaid,-9907595664,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00435,HealthCare First,,Healthcare,Finance & Accounting,Consulting Intern,Uttar Pradesh,Varanasi,Stipend,,Remote,3,5000,Python; Communication,09-11-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9459764706,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00436,ChemEx Pvt Ltd,,Chemical,Data Science,Content Intern,Karnataka,Mysuru,Remote Work,,Remote,12,5000,Data Analysis; Agriculture Basics; Python,11-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9870943992,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00437,TeleLink Pvt Ltd,,Telecom,Maintenance,Content Intern,Karnataka,Bengaluru,Subsidized Meals,,Remote,3,3000,Research Skills; Excel; Communication,22-10-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9702638352,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00438,EduMedia Creatives,,"Media, Entertainment & Education",Cyber Security,Maintenance Electrical Intern,Uttar Pradesh,Lucknow,Transport Allowance,,Remote,6,5000,Excel; Editing; Writing,03-10-2025,Content and media company focusing on education and entertainment.,,,Paid,-9339647769,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00439,AgroAllied Co,,Agriculture & Allied,Content Creation,Consulting Intern,West Bengal,Kolkata,Subsidized Meals,,Hybrid,6,8000,Data Analysis; Communication; Chemistry; Python,12-11-2025,Agro company promoting sustainable farming and crop science.,,,Paid,-9393862486,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00440,TravelEase Pvt Ltd,,Travel & Hospitality,Content Creation,Research Intern,Delhi,New Delhi,Remote Work,,Remote,6,8000,Communication; Python,04-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9222251488,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00441,PharmaLife Pvt Ltd,,Pharmaceutical,Finance & Accounting,Finance Intern,Tamil Nadu,Chennai,Transport Allowance,,On-site,3,8000,Communication; Editing; Python; Agriculture Basics,07-11-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9243738309,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00442,InfraBuild India,,Infrastructure & Construction,Agriculture,Lab Assistant Intern,Karnataka,Mysuru,Stipend,,On-site,3,3000,Agriculture Basics; Writing,03-10-2025,Infrastructure and construction solutions across India.,,,Paid,-9840574771,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00443,AutoMotion Ltd,,Automotive,Data Science,Research Intern,Chandigarh,Chandigarh,Subsidized Meals,,Hybrid,12,0,Electrical Maintenance; Research Skills; Communication,03-10-2025,Automotive giant specializing in vehicle design and maintenance.,,,Unpaid,-9418779431,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00444,MetalMines Ltd,,Metals & Mining,Maintenance,Data Analyst Intern,Delhi,New Delhi,Remote Work,,On-site,3,8000,Electrical Maintenance; Communication; Chemistry; Python,03-11-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9595235838,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00445,PharmaLife Pvt Ltd,,Pharmaceutical,Renewable Energy R&D,Lab Assistant Intern,Tamil Nadu,Coimbatore,"Transport Allowance, Subsidized Meals",,Hybrid,6,5000,Writing; Data Analysis,11-10-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9500267993,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00446,EduMedia Creatives,,"Media, Entertainment & Education",Renewable Energy R&D,Sales Intern,Karnataka,Bengaluru,Transport Allowance,,Remote,12,0,Chemistry; Electrical Maintenance; Python; Excel,22-10-2025,Content and media company focusing on education and entertainment.,,,Unpaid,-9673058079,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00447,TeleLink Pvt Ltd,,Telecom,Marketing,Finance Intern,Chandigarh,Chandigarh,Transport Allowance,,Remote,12,5000,Writing; Editing,07-10-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9322281867,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00448,TeleLink Pvt Ltd,,Telecom,Content Creation,Consulting Intern,Punjab,Ludhiana,Stipend,,On-site,12,8000,Excel; Chemistry; Agriculture Basics; Editing,30-10-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9885248066,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00449,AutoMotion Ltd,,Automotive,Finance & Accounting,Research Intern,Rajasthan,Jaipur,"Transport Allowance, Subsidized Meals",,Remote,6,10000,Sales Skills; Communication; Data Analysis,13-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9954249599,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00450,RetailMart Ltd,,Retail & Consumer Durables,Pharma Research,Finance Intern,Punjab,Amritsar,"Stipend, Meals",,Remote,3,3000,Data Analysis; Communication; Research Skills,05-10-2025,Retail and consumer durables with nationwide presence.,,,Paid,-9021533483,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00451,TravelEase Pvt Ltd,,Travel & Hospitality,Cyber Security,IT Security Intern,Chandigarh,Chandigarh,"Stipend, Meals",,Remote,6,3000,Electrical Maintenance; Sales Skills; Agriculture Basics,09-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9563533425,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00452,PharmaLife Pvt Ltd,,Pharmaceutical,Cyber Security,Marketing Intern,West Bengal,Darjeeling,Subsidized Meals,,Remote,6,10000,Networking; Communication; Editing; Research Skills,08-10-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9592470492,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00453,InfoTech Solutions Pvt Ltd,,IT & Software Development,Maintenance,Field Intern,Maharashtra,Mumbai,"Transport Allowance, Subsidized Meals",,Hybrid,3,5000,Editing; Writing; Python,15-10-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9353000951,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00454,FMCG Fresh,,FMCG,Renewable Energy R&D,Maintenance Electrical Intern,Karnataka,Bengaluru,Transport Allowance,,Hybrid,3,8000,Chemistry; Agriculture Basics; Editing,01-11-2025,Fast-moving consumer goods company with global outreach.,,,Paid,-9640353716,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00455,BankTrust Financial Services,,Banking & Financial Services,Finance & Accounting,IT Security Intern,Chandigarh,Chandigarh,"Stipend, Meals",,Hybrid,6,0,Research Skills; Networking,08-10-2025,Trusted name in banking and financial consulting.,,,Unpaid,-9309621013,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00456,BankTrust Financial Services,,Banking & Financial Services,Marketing,Consulting Intern,Gujarat,Bharuch,"Transport Allowance, Subsidized Meals",,Remote,3,8000,Communication; Excel; Sales Skills,05-11-2025,Trusted name in banking and financial consulting.,,,Paid,-9699308365,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00457,TeleLink Pvt Ltd,,Telecom,Data Science,Marketing Intern,Rajasthan,Udaipur,"Transport Allowance, Subsidized Meals",,Hybrid,3,0,Sales Skills; Research Skills,20-10-2025,Telecom services leader in rural and urban connectivity.,,,Unpaid,-9157897311,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00458,MetalMines Ltd,,Metals & Mining,Consulting,Field Intern,West Bengal,Kolkata,"Stipend, Meals",,Remote,6,3000,Writing; Electrical Maintenance,16-11-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9540105665,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00459,ConsultPro India,,Consulting Services,Information Technology,Data Analyst Intern,Delhi,New Delhi,Stipend,,Remote,12,5000,Editing; Python; Chemistry,30-10-2025,Consulting firm offering business and strategy services.,,,Paid,-9072381413,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00460,ConsultPro India,,Consulting Services,Cyber Security,IT Security Intern,Rajasthan,Udaipur,Subsidized Meals,,Hybrid,6,10000,Agriculture Basics; Electrical Maintenance; Editing,09-11-2025,Consulting firm offering business and strategy services.,,,Paid,-9565046763,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00461,AutoMotion Ltd,,Automotive,Content Creation,Consulting Intern,Punjab,Ludhiana,"Stipend, Meals",,Hybrid,3,3000,Excel; Data Analysis; Sales Skills,07-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9122494505,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00462,EduMedia Creatives,,"Media, Entertainment & Education",Consulting,Field Intern,Delhi,New Delhi,Stipend,,Hybrid,3,0,Python; Editing; Writing,15-10-2025,Content and media company focusing on education and entertainment.,,,Unpaid,-9253700358,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00463,FMCG Fresh,,FMCG,Cyber Security,Content Intern,Karnataka,Bengaluru,"Stipend, Meals",,Hybrid,6,8000,Writing; Editing; Excel; Data Analysis,04-11-2025,Fast-moving consumer goods company with global outreach.,,,Paid,-9905171886,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00464,PharmaLife Pvt Ltd,,Pharmaceutical,Renewable Energy R&D,Finance Intern,Punjab,Ludhiana,Subsidized Meals,,On-site,3,8000,Electrical Maintenance; Sales Skills; Research Skills; Agriculture Basics,05-10-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9658810942,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00465,InfoTech Solutions Pvt Ltd,,IT & Software Development,Consulting,IT Security Intern,Uttar Pradesh,Gautam Buddha Nagar,"Stipend, Meals",,Remote,12,5000,Writing; Sales Skills; Editing; Agriculture Basics,04-10-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9299914216,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00466,EduMedia Creatives,,"Media, Entertainment & Education",Marketing,Sales Intern,Tamil Nadu,Coimbatore,Stipend,,On-site,3,5000,Editing; Excel; Chemistry; Agriculture Basics,01-11-2025,Content and media company focusing on education and entertainment.,,,Paid,-9551576590,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00467,TravelEase Pvt Ltd,,Travel & Hospitality,Renewable Energy R&D,Data Analyst Intern,Tamil Nadu,Chennai,Remote Work,,Remote,6,5000,Research Skills; Sales Skills,24-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9201527758,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00468,ConsultPro India,,Consulting Services,Marketing,Maintenance Electrical Intern,West Bengal,Kolkata,"Transport Allowance, Subsidized Meals",,On-site,6,10000,Python; Chemistry; Networking,21-10-2025,Consulting firm offering business and strategy services.,,,Paid,-9068698980,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00469,TravelEase Pvt Ltd,,Travel & Hospitality,Maintenance,Lab Assistant Intern,West Bengal,Darjeeling,Stipend,,Hybrid,3,0,Electrical Maintenance; Sales Skills; Writing; Data Analysis,22-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Unpaid,-9280534063,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00470,FMCG Fresh,,FMCG,Renewable Energy R&D,Maintenance Electrical Intern,Maharashtra,Pune,Subsidized Meals,,On-site,12,8000,Chemistry; Writing; Editing; Research Skills,01-10-2025,Fast-moving consumer goods company with global outreach.,,,Paid,-9676069801,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00471,InfoTech Solutions Pvt Ltd,,IT & Software Development,Renewable Energy R&D,Marketing Intern,Rajasthan,Udaipur,"Stipend, Meals",,Hybrid,6,0,Excel; Data Analysis; Editing; Agriculture Basics,13-11-2025,Leading IT services and cybersecurity solutions provider.,,,Unpaid,-9817745492,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00472,HealthCare First,,Healthcare,Agriculture,Field Intern,Tamil Nadu,Chennai,"Transport Allowance, Subsidized Meals",,Remote,6,5000,Data Analysis; Agriculture Basics; Electrical Maintenance,20-11-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9279810811,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
